RegionName,State,Type,2010,2011,2012,2013,2014,2015,2016,2017,2018
Toms River,NJ,2-Bedroom,0,0,0,0,0,0,0,1555,1585
Trenton,NJ,2-Bedroom,0,0,0,0,0,0,0,945,1001
Pearland,TX,2-Bedroom,0,0,0,0,0,0,1299,1308,1382
Bloomington,MN,2-Bedroom,0,0,0,0,0,0,0,1331,1296
Nashua,NH,2-Bedroom,0,1100,1156,1149,1178,1242,1331,1352,1368
Edmond,OK,2-Bedroom,0,0,0,0,0,0,0,864,855
Chapel Hill,NC,2-Bedroom,0,0,1025,1068,1149,1104,1171,1247,1246
Lynn,MA,2-Bedroom,0,0,0,0,0,0,0,1627,1763
Reading,PA,2-Bedroom,0,0,0,0,0,0,0,707,741
Bowie,MD,2-Bedroom,0,0,0,0,0,0,0,0,1846
Kennesaw,GA,2-Bedroom,0,0,0,0,0,1156,1106,1243,1313
Boulder,CO,2-Bedroom,0,0,0,0,0,1718,1851,1792,1836
Clifton,NJ,2-Bedroom,0,0,0,0,0,0,0,2325,1961
Norwalk,CT,2-Bedroom,0,2000,2013,2172,2178,2171,2266,2192,2205
Citrus Heights,CA,2-Bedroom,0,0,0,0,0,0,0,1132,1234
Buena Park,CA,2-Bedroom,0,0,0,0,0,0,0,1825,1785
Poughkeepsie,NY,2-Bedroom,0,1065,1121,1121,1161,1167,1236,1313,1265
Gary,IN,2-Bedroom,0,0,0,0,0,0,0,711,720
Apopka,FL,2-Bedroom,0,0,0,0,0,0,0,1135,1123
Troy,MI,2-Bedroom,0,0,0,0,0,0,0,1563,1616
Germantown,MD,2-Bedroom,0,1395,1366,1396,1400,1404,1490,1512,1546
Richmond,CA,2-Bedroom,0,0,0,0,0,0,0,2162,2344
Hawthorne,CA,2-Bedroom,0,0,0,0,0,0,0,1632,1675
Johnson City,TN,2-Bedroom,0,0,0,0,0,0,0,656,704
Chino,CA,2-Bedroom,0,0,0,0,0,0,0,0,1735
Parma,OH,2-Bedroom,0,0,0,0,0,0,0,0,853
Gulfport,MS,2-Bedroom,0,0,0,0,0,0,0,0,662
Suffolk,VA,2-Bedroom,0,0,0,0,0,0,0,1204,1223
Spokane Valley,WA,2-Bedroom,0,0,0,0,0,730,776,889,945
Lexington,SC,2-Bedroom,0,0,0,0,0,0,0,987,992
Farmington Hills,MI,2-Bedroom,0,916,972,1000,1106,1128,1207,1203,1258
Santa Barbara,CA,2-Bedroom,0,0,0,0,0,0,2811,2851,3225
Ogden,UT,2-Bedroom,0,0,0,0,0,0,0,759,766
Alhambra,CA,2-Bedroom,0,0,0,0,0,0,0,0,2162
Leesburg,VA,2-Bedroom,0,0,0,0,0,0,0,1534,1551
Kent,WA,2-Bedroom,0,915,935,961,1043,1163,1231,1298,1440
Loveland,CO,2-Bedroom,0,0,0,0,0,1045,1147,1257,1335
Sterling,VA,2-Bedroom,0,0,0,0,0,1608,1652,1698,1778
Douglasville,GA,2-Bedroom,0,0,0,0,0,0,0,862,958
Redwood City,CA,2-Bedroom,0,0,2525,2691,3040,3536,3854,3692,3838
Quincy,MA,2-Bedroom,0,1558,1785,1822,1741,1791,1868,1927,2062
Danbury,CT,2-Bedroom,0,1486,1582,1620,1621,1718,1957,1914,1972
Arden-Arcade,CA,2-Bedroom,0,829,814,841,876,887,982,1091,1217
Parker,CO,2-Bedroom,0,0,0,0,0,0,0,1625,1641
Glen Burnie,MD,2-Bedroom,0,0,0,0,1207,1257,1243,1273,1267
Woodstock,GA,2-Bedroom,0,0,0,0,0,0,0,1282,1422
Ashburn,VA,2-Bedroom,0,0,1614,1639,1698,1728,1711,1749,1828
Rio Rancho,NM,2-Bedroom,0,0,0,0,0,0,0,841,886
Roswell,GA,2-Bedroom,0,0,0,0,0,1157,1206,1217,1266
Longmont,CO,2-Bedroom,0,0,0,0,1050,1243,1344,1344,1430
Newnan,GA,2-Bedroom,0,0,0,0,0,0,0,1029,1072
Medford,OR,2-Bedroom,0,0,0,0,0,0,0,0,935
Fort Smith,AR,2-Bedroom,0,0,0,0,0,587,551,585,590
Cranston,RI,2-Bedroom,0,0,0,0,0,0,0,1193,1255
Melbourne,FL,2-Bedroom,734,804,769,786,925,983,997,1084,1123
Tustin,CA,2-Bedroom,0,1783,1738,1657,1910,2029,2105,2193,2211
Bloomington,IL,2-Bedroom,0,0,0,0,0,0,0,745,734
Walnut Creek,CA,2-Bedroom,0,0,1850,1920,2059,2284,2545,2559,2643
Town 'n' Country,FL,2-Bedroom,0,978,995,1006,1035,1084,1173,1153,1282
Whittier,CA,2-Bedroom,0,0,0,0,0,0,0,1703,1735
Eau Claire,WI,2-Bedroom,0,0,0,0,0,0,0,0,834
Thousand Oaks,CA,2-Bedroom,0,0,0,0,0,2103,2061,2069,2184
Upland,CA,2-Bedroom,0,0,0,0,1272,1419,1421,1474,1564
Iowa City,IA,2-Bedroom,0,0,0,0,0,0,0,979,958
Greenwood,IN,2-Bedroom,0,0,0,0,0,0,0,849,840
Arlington Heights,IL,2-Bedroom,0,1360,1379,1465,1456,1519,1558,1569,1660
Sumter,SC,2-Bedroom,0,0,0,0,0,0,0,654,648
New Braunfels,TX,2-Bedroom,0,0,0,0,0,0,0,1267,1297
Bethlehem,PA,2-Bedroom,0,0,0,1013,978,992,1055,1073,1173
Mountain View,CA,2-Bedroom,0,0,0,0,3153,3388,3423,3436,3435
Evanston,IL,2-Bedroom,0,1354,1356,1469,1469,1498,1534,1574,1588
Bellflower,CA,2-Bedroom,0,0,0,0,0,0,0,0,1565
Covina,CA,2-Bedroom,0,0,0,0,0,0,0,1732,1811
Shelby,MI,2-Bedroom,0,0,0,0,0,0,0,0,1360
Waukegan,IL,2-Bedroom,0,0,0,0,0,0,0,940,931
Conway,AR,2-Bedroom,0,0,0,0,0,0,0,600,604
Redmond,WA,2-Bedroom,0,1795,1655,1590,1784,1874,1992,2021,2125
High Point,NC,2-Bedroom,0,0,0,0,0,0,0,745,722
Somerville,MA,2-Bedroom,0,0,0,2217,2125,2195,2208,2302,2393
New Britain,CT,2-Bedroom,0,0,0,0,0,0,0,917,912
Macon,GA,2-Bedroom,0,0,650,609,550,599,597,612,628
Cheektowaga,NY,2-Bedroom,0,0,0,0,0,0,0,875,877
Saint George,UT,2-Bedroom,0,0,0,0,0,0,0,0,933
Pittsburg,CA,2-Bedroom,0,0,0,0,0,0,0,1685,1785
Largo,FL,2-Bedroom,0,0,0,0,0,0,0,986,1101
Redlands,CA,2-Bedroom,0,0,0,0,0,0,0,1399,1493
Oviedo,FL,2-Bedroom,0,0,0,0,0,0,0,1262,1343
Palm Coast,FL,2-Bedroom,0,0,0,0,0,0,0,1125,1114
Southfield,MI,2-Bedroom,0,0,0,0,0,0,0,1191,1225
League City,TX,2-Bedroom,0,0,0,0,0,0,0,0,1416
Pawtucket,RI,2-Bedroom,0,0,0,0,0,0,0,1010,1016
Rochester Hills,MI,2-Bedroom,0,0,0,0,0,0,0,1159,1248
Saint Charles,MO,2-Bedroom,0,0,0,0,0,0,0,0,1009
Folsom,CA,2-Bedroom,0,0,0,0,0,0,0,1642,1629
Sanford,FL,2-Bedroom,0,838,831,861,898,953,1036,1069,1169
Kendall,FL,2-Bedroom,0,0,0,0,0,0,0,1728,1715
Lynnwood,WA,2-Bedroom,0,0,0,0,0,0,1420,1447,1661
Lake Forest,CA,2-Bedroom,0,1641,1635,1675,1769,1872,1921,2021,2111
Wilmington,DE,2-Bedroom,0,0,0,0,0,0,0,1233,1272
San Ramon,CA,2-Bedroom,0,0,1852,1961,2100,2341,2465,2499,2524
New Rochelle,NY,2-Bedroom,0,0,2347,2267,1926,1893,1952,2074,2254
Huntington,WV,2-Bedroom,0,0,0,0,0,0,0,730,701
Camarillo,CA,2-Bedroom,0,0,0,0,0,0,0,1984,2115
Petaluma,CA,2-Bedroom,0,0,0,0,0,0,0,2276,2307
La Mesa,CA,2-Bedroom,0,0,0,1322,1394,1481,1580,1663,1804
Palm Harbor,FL,2-Bedroom,0,0,0,0,0,0,0,1197,1246
Stafford,VA,2-Bedroom,0,0,0,0,0,0,0,1405,1403
Mount Pleasant,SC,2-Bedroom,0,1178,1138,1247,1301,1362,1418,1444,1541
Cherry Hill,NJ,2-Bedroom,0,0,0,0,0,0,0,1658,1637
Brandon,FL,2-Bedroom,0,865,917,955,959,1037,1124,1131,1169
Asheville,NC,2-Bedroom,0,0,0,0,0,1047,1113,1113,1142
Pleasanton,CA,2-Bedroom,0,0,0,0,0,2342,2416,2510,2654
Smyrna,GA,2-Bedroom,0,0,0,0,0,0,1195,1239,1385
Gresham,OR,2-Bedroom,0,0,0,0,0,0,0,1252,1288
Greenville,NC,2-Bedroom,0,0,571,590,676,671,705,674,699
Framingham,MA,2-Bedroom,0,1357,1469,1508,1476,1519,1689,1711,1896
Lauderhill,FL,2-Bedroom,0,962,1010,1010,1046,1138,1189,1213,1250
Apple Valley,CA,2-Bedroom,0,0,0,0,0,0,0,856,921
Kirkland,WA,2-Bedroom,0,0,0,0,1944,1782,1924,1985,2038
Waipahu,HI,2-Bedroom,0,0,0,0,0,0,1700,1719,1757
Redondo Beach,CA,2-Bedroom,0,0,0,2284,2344,2381,2520,2555,2529
Bismarck,ND,2-Bedroom,0,0,0,0,0,0,0,738,739
Mooresville,NC,2-Bedroom,0,0,1079,1057,966,1002,1033,1079,1080
Centreville,VA,2-Bedroom,0,0,0,0,0,0,0,1689,1740
San Marcos,CA,2-Bedroom,0,1600,1531,1552,1690,1800,1956,2125,2132
Warwick,RI,2-Bedroom,0,0,0,0,0,0,0,1428,1429
Bremerton,WA,2-Bedroom,0,0,0,0,0,0,0,1097,1199
Spring Valley,CA,2-Bedroom,0,0,0,0,0,0,0,1525,1589
Great Falls,MT,2-Bedroom,0,0,0,0,0,0,0,809,767
Waterford,MI,2-Bedroom,0,0,0,0,0,0,0,1059,1088
Schaumburg,IL,2-Bedroom,0,1236,1273,1305,1313,1380,1419,1436,1437
Ellicott City,MD,2-Bedroom,0,0,0,0,0,0,0,1690,1722
Plymouth,MN,2-Bedroom,0,1185,1146,1214,1222,1323,1341,1408,1441
Waldorf,MD,2-Bedroom,0,0,0,0,0,0,0,1667,1613
Marysville,WA,2-Bedroom,0,0,0,0,0,0,0,0,1355
Casper,WY,2-Bedroom,0,0,0,0,0,1043,993,830,749
Avondale,AZ,2-Bedroom,0,0,0,0,0,0,0,997,1008
San Rafael,CA,2-Bedroom,0,0,0,0,0,0,0,3054,2900
Palo Alto,CA,2-Bedroom,0,0,3483,3136,3421,3733,3919,3737,3798
Portland,ME,2-Bedroom,0,0,0,0,0,0,0,1615,1650
Jonesboro,AR,2-Bedroom,0,0,0,0,0,0,0,782,805
Union City,NJ,2-Bedroom,0,0,0,0,0,1655,1789,1822,1961
Union City,CA,2-Bedroom,0,0,0,0,0,0,0,2350,2335
Dubuque,IA,2-Bedroom,0,0,0,0,0,0,0,661,679
Palatine,IL,2-Bedroom,0,1183,1070,1113,1268,1323,1330,1378,1412
Tomball,TX,2-Bedroom,0,0,0,0,0,0,0,1206,1284
The Woodlands,TX,2-Bedroom,0,0,0,0,0,0,0,1354,1432
Lafayette,IN,2-Bedroom,0,0,0,0,0,0,0,720,745
North Little Rock,AR,2-Bedroom,0,0,0,0,0,0,0,622,637
Waterloo,IA,2-Bedroom,0,0,0,0,663,637,668,653,665
Port Charlotte,FL,2-Bedroom,0,0,0,0,0,0,0,1194,1230
Vienna,VA,2-Bedroom,0,0,0,0,0,0,0,2183,2199
East Orange,NJ,2-Bedroom,0,0,0,0,0,0,0,1650,1542
Weston,FL,2-Bedroom,0,1385,1454,1496,1517,1595,1635,1662,1700
Chino Hills,CA,2-Bedroom,0,0,0,0,0,0,0,1920,1885
Bellingham,WA,2-Bedroom,0,0,0,0,0,0,0,0,1261
Salisbury,MD,2-Bedroom,0,0,0,0,0,0,0,951,993
Winchester,VA,2-Bedroom,0,0,0,0,0,0,0,1020,1023
Manhattan,KS,2-Bedroom,0,0,0,0,797,836,836,808,759
Alameda,CA,2-Bedroom,0,0,0,0,0,0,0,2479,2463
Eagan,MN,2-Bedroom,0,0,0,0,0,0,0,1257,1271
Daytona Beach,FL,2-Bedroom,0,754,764,772,810,862,881,919,928
Bel Air,MD,2-Bedroom,0,0,0,0,0,0,0,1222,1209
Bossier City,LA,2-Bedroom,0,0,0,0,0,1363,1337,1303,1309
Auburn,WA,2-Bedroom,0,0,0,0,0,0,0,1380,1412
Corvallis,OR,2-Bedroom,0,0,0,899,864,971,964,995,1063
West Bloomfield,MI,2-Bedroom,0,0,0,0,0,0,0,1495,1606
Mount Vernon,NY,2-Bedroom,0,1565,1549,1574,1550,1599,1657,1689,1753
Lorain,OH,2-Bedroom,0,0,0,0,583,592,590,584,594
Maple Grove,MN,2-Bedroom,0,0,0,0,0,0,0,1481,1471
West Hartford,CT,2-Bedroom,0,0,1550,1535,1529,1595,1557,1536,1550
Glen Allen,VA,2-Bedroom,0,0,0,0,0,0,0,1361,1384
Ames,IA,2-Bedroom,0,0,0,0,0,0,0,1053,979
Columbus,IN,2-Bedroom,0,0,0,0,0,0,0,870,882
North Port,FL,2-Bedroom,0,0,0,0,0,0,0,1408,1225
Laguna Niguel,CA,2-Bedroom,2036,1881,1898,1800,2015,2045,2099,2167,2249
San Marcos,TX,2-Bedroom,0,0,0,0,0,0,0,952,906
Arcadia,CA,2-Bedroom,0,0,0,0,0,0,0,2089,2139
Harrisonburg,VA,2-Bedroom,0,0,0,0,0,0,0,875,896
Woodbury,MN,2-Bedroom,0,1229,1198,1222,1232,1295,1339,1379,1395
Burnsville,MN,2-Bedroom,0,0,1099,1068,1169,1184,1177,1255,1265
La Habra,CA,2-Bedroom,0,0,0,0,0,0,0,1913,1919
Carmel,IN,2-Bedroom,0,0,0,0,1195,1171,1137,1136,1133
Eden Prairie,MN,2-Bedroom,0,0,0,0,0,0,0,1459,1455
Jefferson City,MO,2-Bedroom,0,0,0,0,0,0,0,505,498
Hamden,CT,2-Bedroom,0,1271,1340,1329,1381,1409,1420,1424,1406
Hendersonville,TN,2-Bedroom,0,0,0,0,0,0,0,1033,1087
Bristol,CT,2-Bedroom,0,881,917,944,956,968,1003,1012,1017
West Allis,WI,2-Bedroom,0,0,0,0,0,0,0,800,795
Tamarac,FL,2-Bedroom,0,1103,1129,1134,1200,1233,1306,1346,1377
Meriden,CT,2-Bedroom,0,0,0,0,0,0,0,1211,1138
Fayetteville,AR,2-Bedroom,0,0,0,0,0,0,0,0,975
Taylorsville,UT,2-Bedroom,0,0,0,0,0,0,0,1012,1041
Dundalk,MD,2-Bedroom,0,0,0,0,0,0,0,939,916
Lancaster,PA,2-Bedroom,0,0,0,0,0,0,0,955,1010
Waltham,MA,2-Bedroom,0,1950,2070,2245,2034,2141,2203,2214,2228
Haverhill,MA,2-Bedroom,0,0,0,0,0,0,0,1420,1545
Bellevue,NE,2-Bedroom,0,0,0,0,0,0,0,866,861
Lakewood,WA,2-Bedroom,0,0,0,0,0,1000,1010,1133,1204
Saint Cloud,MN,2-Bedroom,0,0,0,0,0,0,0,874,836
San Gabriel,CA,2-Bedroom,0,0,0,0,0,0,0,1748,1870
Jupiter,FL,2-Bedroom,0,1506,1564,1596,1803,1775,1911,1824,1968
Greenwich,CT,2-Bedroom,0,0,0,0,0,0,0,3445,3237
Kendale Lakes,FL,2-Bedroom,0,1230,1252,1291,1331,1381,1417,1446,1491
Encinitas,CA,2-Bedroom,0,0,0,0,0,0,0,2688,2732
Pontiac,MI,2-Bedroom,0,0,0,0,0,0,0,748,738
Fountainbleau,FL,2-Bedroom,0,1223,1274,1317,1350,1439,1502,1546,1611
Malden,MA,2-Bedroom,0,1641,1745,1921,1806,1794,1862,1926,2057
Gardena,CA,2-Bedroom,0,0,0,0,0,0,0,0,1661
Blaine,MN,2-Bedroom,0,0,0,0,0,0,0,1695,1712
Royal Oak,MI,2-Bedroom,0,1004,1021,1113,1212,1225,1290,1313,1389
Novato,CA,2-Bedroom,0,0,0,0,0,0,0,2500,2463
Manchester,CT,2-Bedroom,0,0,1215,1181,1195,1242,1276,1226,1179
Newport Beach,CA,2-Bedroom,0,0,0,0,2874,2795,2947,2945,2987
Ewa Beach,HI,2-Bedroom,0,0,0,0,0,0,0,1820,1840
Gaithersburg,MD,2-Bedroom,0,0,1657,1684,1599,1759,1660,1526,1526
Pasadena,MD,2-Bedroom,0,0,0,0,0,0,0,0,1656
Skokie,IL,2-Bedroom,0,0,0,0,0,0,0,1349,1393
San Clemente,CA,2-Bedroom,0,1893,1902,1922,2240,2294,2428,2324,2418
Bozeman,MT,2-Bedroom,0,0,0,0,0,0,0,1173,1267
Rapid City,SD,2-Bedroom,0,0,0,0,0,0,0,872,889
Berwyn,IL,2-Bedroom,0,0,0,0,0,0,0,1200,1143
Rocklin,CA,2-Bedroom,0,0,0,0,0,0,0,1761,1717
Saint Peters,MO,2-Bedroom,0,0,0,0,0,0,0,980,1054
Annandale,VA,2-Bedroom,0,0,0,0,0,0,0,1687,1681
Tamiami,FL,2-Bedroom,0,0,0,0,0,0,0,1547,1529
West Des Moines,IA,2-Bedroom,0,0,1100,951,1051,1108,1024,1061,1044
Bayonne,NJ,2-Bedroom,0,1170,1235,1270,1257,1285,1354,1408,1471
Davis,CA,2-Bedroom,0,0,0,0,0,0,0,1614,1775
Schenectady,NY,2-Bedroom,0,0,0,0,0,0,0,954,1034
White Plains,NY,2-Bedroom,0,0,2883,2875,2980,2914,2774,2634,2844
Chicopee,MA,2-Bedroom,0,0,0,0,0,0,0,0,1066
Medford,MA,2-Bedroom,0,0,1825,1849,1817,1858,1968,2040,2112
Bensalem,PA,2-Bedroom,0,0,0,0,0,0,0,1245,1264
Midwest City,OK,2-Bedroom,0,0,0,0,0,0,0,684,766
Freehold,NJ,2-Bedroom,0,0,0,0,0,0,0,1850,1871
Carmichael,CA,2-Bedroom,0,0,0,0,0,0,0,1166,1221
Grand Forks,ND,2-Bedroom,0,0,0,0,0,0,0,744,776
Noblesville,IN,2-Bedroom,0,0,0,0,0,0,0,953,1044
Irvington,NJ,2-Bedroom,0,0,0,0,0,0,0,0,1170
New Castle,DE,2-Bedroom,0,0,0,0,0,0,0,1048,1077
Deerfield Beach,FL,2-Bedroom,0,1224,1265,1278,1353,1368,1389,1424,1493
Altamonte Springs,FL,2-Bedroom,0,822,884,897,899,900,1033,1089,1197
Cupertino,CA,2-Bedroom,0,0,0,0,3127,3217,3350,3261,3367
Titusville,FL,2-Bedroom,0,0,0,0,0,0,0,786,864
Margate,FL,2-Bedroom,0,0,0,0,0,0,1315,1275,1314
Wheaton,IL,2-Bedroom,0,0,0,0,0,0,0,1645,1561
Kettering,OH,2-Bedroom,0,0,0,0,0,0,0,0,792
Santee,CA,2-Bedroom,0,0,0,0,0,0,0,1737,1731
Statesboro,GA,2-Bedroom,0,0,0,0,0,0,0,579,595
Broomfield,CO,2-Bedroom,0,0,1320,1349,1469,1521,1647,1642,1733
Coconut Creek,FL,2-Bedroom,0,1177,1211,1236,1260,1296,1338,1419,1501
Mount Prospect,IL,2-Bedroom,0,0,0,0,0,0,0,1250,1212
Port Orange,FL,2-Bedroom,0,0,0,0,0,0,0,1100,1161
Delray Beach,FL,2-Bedroom,1293,1271,1273,1343,1478,1465,1577,1591,1664
West Haven,CT,2-Bedroom,0,0,0,0,0,0,0,1272,1273
Rockville,MD,2-Bedroom,0,2046,2026,1989,1943,1904,2247,2071,2081
The Hammocks,FL,2-Bedroom,0,1208,1268,1304,1316,1379,1473,1509,1528
Stillwater,OK,2-Bedroom,0,0,0,0,0,0,0,744,707
Missoula,MT,2-Bedroom,0,703,739,789,777,798,827,845,882
Fountain Valley,CA,2-Bedroom,0,0,0,0,0,0,0,1991,2040
Piscataway,NJ,2-Bedroom,0,0,0,0,0,0,0,1835,1829
Oak Park,IL,2-Bedroom,,,,,,,,,
Mililani,HI,2-Bedroom,,,,,,,,,
Harlingen,TX,2-Bedroom,,,,,,,,,
Novi,MI,2-Bedroom,,,,,,,,,
New Brunswick,NJ,2-Bedroom,,,,,,,,,
Kailua,HI,2-Bedroom,,,,,,,,,
Issaquah,WA,2-Bedroom,,,,,,,,,
Castle Rock,CO,2-Bedroom,,,,,,,,,
West New York,NJ,2-Bedroom,,,,,,,,,
Glendora,CA,2-Bedroom,,,,,,,,,
Peabody,MA,2-Bedroom,,,,,,,,,
Shoreline,WA,2-Bedroom,,,,,,,,,
Gloucester,NJ,2-Bedroom,,,,,,,,,
Placentia,CA,2-Bedroom,,,,,,,,,
Euless,TX,2-Bedroom,,,,,,,,,
Petersburg,VA,2-Bedroom,,,,,,,,,
Troy,NY,2-Bedroom,,,,,,,,,
Urbana,IL,2-Bedroom,,,,,,,,,
Mason,OH,2-Bedroom,,,,,,,,,
West Monroe,LA,2-Bedroom,,,,,,,,,
Apple Valley,MN,2-Bedroom,,,,,,,,,
Fairbanks,AK,2-Bedroom,,,,,,,,,
Hoboken,NJ,2-Bedroom,,,,,,,,,
Spring,TX,2-Bedroom,,,,,,,,,
Brookline,MA,2-Bedroom,,,,,,,,,
Owings Mills,MD,2-Bedroom,,,,,,,,,
Stockbridge,GA,2-Bedroom,,,,,,,,,
North Miami,FL,2-Bedroom,,,,,,,,,
Stratford,CT,2-Bedroom,,,,,,,,,
Anderson,IN,2-Bedroom,,,,,,,,,
Milford,CT,2-Bedroom,,,,,,,,,
Harrisburg,PA,2-Bedroom,,,,,,,,,
Oshkosh,WI,2-Bedroom,,,,,,,,,
Tigard,OR,2-Bedroom,,,,,,,,,
Middletown,OH,2-Bedroom,,,,,,,,,
Middletown,CT,2-Bedroom,,,,,,,,,
Hutchinson,KS,2-Bedroom,,,,,,,,,
Lenexa,KS,2-Bedroom,,,,,,,,,
Revere,MA,2-Bedroom,,,,,,,,,
Homestead,FL,2-Bedroom,,,,,,,,,
Minot,ND,2-Bedroom,,,,,,,,,
Cathedral City,CA,2-Bedroom,,,,,,,,,
Binghamton,NY,2-Bedroom,,,,,,,,,
Mc Lean,VA,2-Bedroom,,,,,,,,,
Kaneohe,HI,2-Bedroom,,,,,,,,,
Wellington,FL,2-Bedroom,,,,,,,,,
Wauwatosa,WI,2-Bedroom,,,,,,,,,
Lakewood,OH,2-Bedroom,,,,,,,,,
Normal,IL,2-Bedroom,,,,,,,,,
Johns Creek,GA,2-Bedroom,,,,,,,,,
Oroville,CA,2-Bedroom,,,,,,,,,
Hammond,LA,2-Bedroom,,,,,,,,,
Apex,NC,2-Bedroom,,,,,,,,,
Saint Louis Park,MN,2-Bedroom,,,,,,,,,
Wahiawa,HI,2-Bedroom,,,,,,,,,
Huntersville,NC,2-Bedroom,,,,,,,,,
Galveston,TX,2-Bedroom,,,,,,,,,
Menifee,CA,2-Bedroom,,,,,,,,,
Cleveland Heights,OH,2-Bedroom,,,,,,,,,
Castro Valley,CA,2-Bedroom,,,,,,,,,
Aliso Viejo,CA,2-Bedroom,,,,,,,,,
Tuckahoe,VA,2-Bedroom,,,,,,,,,
Cuyahoga Falls,OH,2-Bedroom,,,,,,,,,
Longwood,FL,2-Bedroom,,,,,,,,,
Wallingford,CT,2-Bedroom,,,,,,,,,
Moline,IL,2-Bedroom,,,,,,,,,
Sammamish,WA,2-Bedroom,,,,,,,,,
Doral,FL,2-Bedroom,,,,,,,,,
Yorktown,VA,2-Bedroom,,,,,,,,,
North Bethesda,MD,2-Bedroom,,,,,,,,,
Longview,WA,2-Bedroom,,,,,,,,,
Bloomfield Hills,MI,2-Bedroom,,,,,,,,,
Diamond Bar,CA,2-Bedroom,,,,,,,,,
Martinez,CA,2-Bedroom,,,,,,,,,
Pocatello,ID,2-Bedroom,,,,,,,,,
Charlottesville,VA,2-Bedroom,,,,,,,,,
Edmonds,WA,2-Bedroom,,,,,,,,,
York,PA,2-Bedroom,,,,,,,,,
Hackensack,NJ,2-Bedroom,,,,,,,,,
Campbell,CA,2-Bedroom,,,,,,,,,
Clovis,NM,2-Bedroom,,,,,,,,,
Arlington,MA,2-Bedroom,,,,,,,,,
Cedar Park,TX,2-Bedroom,,,,,,,,,
Enfield,CT,2-Bedroom,,,,,,,,,
Webster,NY,2-Bedroom,,,,,,,,,
Catonsville,MD,2-Bedroom,,,,,,,,,
Newark,CA,2-Bedroom,,,,,,,,,
Alpharetta,GA,2-Bedroom,,,,,,,,,
Charleston,WV,2-Bedroom,,,,,,,,,
Everett,MA,2-Bedroom,,,,,,,,,
Oakland Park,FL,2-Bedroom,,,,,,,,,
Monrovia,CA,2-Bedroom,,,,,,,,,
Dunwoody,GA,2-Bedroom,,,,,,,,,
West Chester,OH,2-Bedroom,,,,,,,,,
Rancho Santa Margarita,CA,2-Bedroom,,,,,,,,,
Woonsocket,RI,2-Bedroom,,,,,,,,,
North Lauderdale,FL,2-Bedroom,,,,,,,,,
Hoover,AL,2-Bedroom,,,,,,,,,
Kapolei,HI,2-Bedroom,,,,,,,,,
Grapevine,TX,2-Bedroom,,,,,,,,,
Norwich,CT,2-Bedroom,,,,,,,,,
Aiea,HI,2-Bedroom,,,,,,,,,
Peachtree Corners,GA,2-Bedroom,,,,,,,,,
Country Club,FL,2-Bedroom,,,,,,,,,
Idaho Falls,ID,2-Bedroom,,,,,,,,,
Hoffman Estates,IL,2-Bedroom,,,,,,,,,
Salem,MA,2-Bedroom,,,,,,,,,
Tonawanda,NY,2-Bedroom,,,,,,,,,
Lake Oswego,OR,2-Bedroom,,,,,,,,,
Evans,GA,2-Bedroom,,,,,,,,,
Menlo Park,CA,2-Bedroom,,,,,,,,,
Sarasota,FL,2-Bedroom,,,,,,,,,
Ankeny,IA,2-Bedroom,,,,,,,,,
Franklin,NJ,2-Bedroom,,,,,,,,,
Towson,MD,2-Bedroom,,,,,,,,,
Cutler Bay,FL,2-Bedroom,,,,,,,,,
Manassas,VA,2-Bedroom,,,,,,,,,
Bothell,WA,2-Bedroom,,,,,,,,,
Palm Beach Gardens,FL,2-Bedroom,,,,,,,,,
Winter Springs,FL,2-Bedroom,,,,,,,,,
Littleton,CO,2-Bedroom,,,,,,,,,
Olympia,WA,2-Bedroom,,,,,,,,,
Carol Stream,IL,2-Bedroom,,,,,,,,,
District Heights,MD,2-Bedroom,,,,,,,,,
Euclid,OH,2-Bedroom,,,,,,,,,
Brookhaven,GA,2-Bedroom,,,,,,,,,
Burlington,NC,2-Bedroom,,,,,,,,,
Great Neck,NY,2-Bedroom,,,,,,,,,
Marlborough,MA,2-Bedroom,,,,,,,,,
Montclair,NJ,2-Bedroom,,,,,,,,,
San Bruno,CA,2-Bedroom,,,,,,,,,
Urbandale,IA,2-Bedroom,,,,,,,,,
Austell,GA,2-Bedroom,,,,,,,,,
Kendall West,FL,2-Bedroom,,,,,,,,,
Chester,VA,2-Bedroom,,,,,,,,,
Fishers,IN,2-Bedroom,,,,,,,,,
Franconia,VA,2-Bedroom,,,,,,,,,
Shelton,CT,2-Bedroom,,,,,,,,,
Brighton,CO,2-Bedroom,,,,,,,,,
Torrington,CT,2-Bedroom,,,,,,,,,
Beverly,MA,2-Bedroom,,,,,,,,,
Chelsea,MA,2-Bedroom,,,,,,,,,
Hagerstown,MD,2-Bedroom,,,,,,,,,
Saratoga Springs,NY,2-Bedroom,,,,,,,,,
Laramie,WY,2-Bedroom,,,,,,,,,
Woburn,MA,2-Bedroom,,,,,,,,,
Mt Laurel,NJ,2-Bedroom,,,,,,,,,
Evesham,NJ,2-Bedroom,,,,,,,,,
Dublin,CA,2-Bedroom,,,,,,,,,
Covington,KY,2-Bedroom,,,,,,,,,
Buffalo Grove,IL,2-Bedroom,,,,,,,,,
Wheeling,IL,2-Bedroom,,,,,,,,,
Boardman,OH,2-Bedroom,,,,,,,,,
University City,MO,2-Bedroom,,,,,,,,,
Hurst,TX,2-Bedroom,,,,,,,,,
