RegionName,State,Metro,CountyName,Type,SizeRank,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
Jacksonville,FL,Jacksonville,Duval,4-Bedroom,11,1395,1395,1400,1399.5,1400,1350,1350,1395,1350,1350,1395,1362.5,1392.5,1350,1300,1350,1350,1395,1395,1350,1300,1295,1225,1250,1299,1275,1275,1250,1295,1295,1250,1250,1200,1250,1200,1225,1250,1250,1300,1350,1350,1350,1350,1325,1325,1350,1325,1300,1300,1350,1350,1350,1336,1350,1300,1300,1295,1255,1275,1275,1250,1295,1300,1300,1350,1350,1300,1325,1325,1350,1350,1350,1349.5,1350,1375,1395,1399,1425,1395,1399,1375,1350,1395,1350,1350,1400,1475,1472.5,1475,1475,1499,1495,1500,1450,1430,1450,1450,1495,1500,1550,1550,1510
San Francisco,CA,San Francisco,San Francisco,4-Bedroom,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895,7700,7397.5,6800,6275,6500,7000,6995,6500,6645,6795,6972.5,6995,6350,6860,5897.5,6800,6325,6500,6250,6425,5972.5,6450,6525,6550,6500,6495,6282.5,5997.5,6400,6500,6500,6500,6550,6675,6947.5,6985.5
Indianapolis,IN,Indianapolis,Marion,4-Bedroom,13,,,,,,,,,,,,,,,,,,1000,1025,1025,1000,985,1000,1000,995,900,875,855,855,900,1050,1040,900,900,852.5,855,932,932,997.5,1035,1100,1100,1100,1095,1050,1000,1000,1100,1095,1095,1100,1150,1150,1195,1185,1150,1150,1125,1132.5,1150,1150,1175,1172.5,1100,1150,1145,1125,1100,1095,1085,1097.5,1097,1100,1095,1150,1125,1200,1200,1195,1162.5,1097.5,1150,1175,1149.5,1195,1245,1275,1275,1250,1275,1290,1250,1250,1195,1195,1150,1195,1295,1350,1332.5,1282.5,1300
Austin,TX,Austin,Travis,4-Bedroom,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,1700,1750,1990,1897.5,1843,1995,1995,2150,2095,2000,2097.5,2047.5,2097.5,2195,2200,2272.5,2250,2335,2425,2385,2200,2095,2000,2225,2400,2550,2437.5,2475,2500,2632,2697.5,2695,2695,2697.5,2577.5,2595,2500,2500,2484,2525,2402,2447.5,2213,2245,2275,2364.5,2225,2495,2497.5,2550,2495,2300,2200,2300,2375,2290,2300,2225,2250,2175,2350,2352,2250,2195
Fort Worth,TX,Dallas-Fort Worth,Tarrant,4-Bedroom,15,,,,,,,,,,,,1262.5,1350,1350,1395,1350,1337.5,1400,1395,1395,1395,1450,1450,1395,1395,1450,1400,1395,1400,1425,1400,1395,1395,1395,1362.5,1350,1350,1375,1395,1440,1495,1425,1450,1500,1495,1400,1450,1400,1425,1450,1450,1475,1495,1495,1497,1495,1499,1495,1500,1500,1550,1575,1550,1550,1500,1550,1595,1595,1595,1572.5,1550,1595,1580,1650,1625,1647.5,1595,1595,1644.5,1650,1600,1650,1600,1650,1650,1700,1700,1730,1750,1750,1775,1795,1712.5,1695,1695,1695,1695,1750,1790,1750,1795,1800
Columbus,OH,Columbus,Franklin,4-Bedroom,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485,1525,1550,1450,1472.5,1495,1500,1500,1650,1590,1499,1500,1595,1600,1775,1700,1674.5,1695,1800,1800,1800,1697.5,1672.5,1550,1800,1697.5,1800,1650,1900,1750,1787.5,1800,1697,1600,1595,1595,1750,1800,1720,1680,1650,1650,1650,1650,1672.5,1600,1600
Memphis,TN,Memphis,Shelby,4-Bedroom,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1150,1150,1095,1095,1150,1095,1072.5,1072.5,995,962.5,950,950,950,950,950,1000,1095,1050,995,995,1000,1050,1050,995,995,995,995,1050,1095,1095,1095,1095,1095,1095,1095,1005,1005,1000,975,995,1037.5,1012.5,1085,1095,1095,1050,1095,1095,1035,950,995,995,1075,1050,985,1000,959.5,995,975,1025,997.5,995,950,925,985,995,995,995,1065,1075,1050,1025
Charlotte,NC,Charlotte,Mecklenburg,4-Bedroom,18,1395,1495,1497.5,1450,1572.5,1475,1450,1450,1470,1395,1350,1350,1387.5,1450,1400,1350,1450,1395,1385,1400,1395,1390,1395,1312.5,1415,1400,1437.5,1500,1495,1500,1495,1475,1425,1350,1350,1350,1337.5,1395,1400,1475,1425,1435,1400,1400,1350,1350,1350,1350,1326,1350,1350,1425,1450,1495,1495,1499.5,1450,1420,1400,1437,1425,1500,1500,1500,1500,1500,1500,1525,1525,1500,1500,1595,1597,1595,1595,1549,1500,1500,1547,1569,1500,1550,1495,1549,1595,1659.5,1695,1675,1650,1650,1650,1675,1650,1660,1650,1675,1695,1725,1750,1750,1770,1745
El Paso,TX,El Paso,El Paso,4-Bedroom,19,,,,,,,,,,,,,,,1450,1495,1450,1450,1492.5,1397.5,1400,1395,1400,1495,1500,1500,1495,1450,1395,1395,1375,1400,1385,1397.5,1400,1300,1250,1295,1275,1295,1300,1300,1297,1295,1300,1295,1300,1275,1250,1250,1275,1350,1325,1300,1300,1325,1350,1300,1300,1297.5,1250,1275,1300,1300,1300,1300,1300,1300,1295,1300,1300,1295,1295,1300,1250,1350,1250,1337,1285,1250,1295,1250,1295,1250,1250,1289,1300,1300,1300,1300,1300,1300,1295,1300,1295,1265,1275,1250,1300,1350,1362.5,1400
Boston,MA,Boston,Suffolk,4-Bedroom,20,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,2900,2900,2800,2800,2800,2800,2800,2900,3000,3300,3200,3200,3200,3199,3200,3100,3000,3000,3000,3000,3200,3300,3300,3300,3399,3250,3200,3200,3200,3200,3200,3200,3400,3700,3595,3500,3400,3350,3200,3200,3200,3200,3200,3200,3500,3700,3700,3600,3500,3400,3400,3350,3300,3300,3200,3200,3500,3800,3700,3600,3600,3600,3500,3450,3450,3400,3400,3550,3750,3800,3800,3795,3700,3600,3600,3600
Seattle,WA,Seattle,King,4-Bedroom,21,,,,,,,,,,,,,1850,1897.5,1800,1992.5,1925,2050,2200,2200,2295,2197.5,2225,2000,2175,2195,2250,2297.5,2497.5,2400,2395,2495,2350,2497.5,2599.5,2650,2272.5,2475,2397.5,2475,2470,2572.5,2472.5,2500,2400,2300,2450,2395,2200,2295,2450,2597.5,2695,2650,2795,2500,2500,2495,2425,2495,2400,2500,2647,2895,2995,3100,2995,2895,2795,2600,2800,2995,3047.5,2997.5,2950,3080,3200,3200,3100,2977.5,2900,2922.5,2672.5,3000,2995,3199,3200,3295,3395,3500,3325,3172.5,2995,2990,2995,2900,2995,3100,3300,3250,3295,3425
Baltimore,MD,Baltimore,Baltimore City,4-Bedroom,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1800,1560,1577.5,1550,1400,1500,1300,1350,1397.5,1400,1525,1550,1450,1550,1500
Denver,CO,Denver,Denver,4-Bedroom,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2550,2600,2650,2600,2600,2500,2500,2400,2400,2500,2495,2400,2500,2500,2502.5,2672.5,2650,2537.5,2600,2487.5,2300,2325,2500,2562.5,2600,2695,2600,2500,2597.5,2600,2475,2462.5,2600,2600,2500,2500,2600,2695,2600,2599.5
Washington,DC,Washington,District of Columbia,4-Bedroom,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3075,3000,2985,3250,2999,2910,2797.5,2675,2970,2897.5,2925,3000,3500,3500,3300,3125,2900,2850,3000,3125,3497,3000,3482.5,3275,3482.5,3500,3200,3300,3170,3000,3000,3025,3500,3600,3500,3462.5,3725,3950,3600,3500,3500,3350,3250,3200,3000,3437.5,3600,3925,3865
Nashville,TN,Nashville,Davidson,4-Bedroom,25,,,,,,,,,,,,,,,,,1547.5,1500,1595,1495,1472.5,1495,1550,1750,1672.5,1672.5,1771.5,1700,1695,1625,1500,1600,1500,1500,1500,1500,1600,1650,1750,1597.5,1697.5,1600,1675,1662.5,1685,1600,1595,1595,1450,1437.5,1450,1697.5,1795,1800,1700,1750,1650,1650,1700,1750,1700,1650,1795,1795,1850,1895,1800,1800,1825,1750,1725,1800,1700,1950,1800,1995,1937.5,1950,1950,1837.5,1795,1800,1822.5,1895,1925,1825,1900,2050,1950,1975,1995,1995,1997,1995,1985,1975,1950,1950,1947.5,1900,1895,1950
Milwaukee,WI,Milwaukee,Milwaukee,4-Bedroom,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,850,800,895,972.5,950,925,895,897.5,900,925,997,999,1099,1050,1000,950,950,800,850,900,990.5,950,1000,1025,1000,1000,922.5,995,995,950,950,950,925,975,1000,995,1000,1150,1072.5,1000,1000
Portland,OR,Portland,Multnomah,4-Bedroom,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1495,1650,1650,1550,1595,1500,1475,1440,1495,1547.5,1445,1595,1695,1700,1737.5,1815,1850,1795,1700,1700,1750,1695,1700,1695,1725,1995,2100,1997.5,1977.5,1875,1727.5,1950,2000,1995,2250,2350,2387.5,2200,2395,2472.5,2325,2295,2100,2147.5,2222.5,2250,2300,2295,2200,2440,2250,2400,2295,2325,2300,2295,2347.5,2250,2495,2497.5,2595,2495,2487.5,2295,2200,2225,2300,2295,2350,2395,2525,2400,2300,2300
Oklahoma City,OK,Oklahoma City,Oklahoma,4-Bedroom,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1425,1395,1345,1295,1275,1300,1395,1395,1395,1395,1372.5,1350,1445,1395,1380,1395,1440,1495,1495,1425,1495,1495,1400,1395,1395,1395,1400,1400,1362.5,1345,1350,1395,1335,1297.5,1250,1235,1200,1280,1250,1335,1300,1275,1235,1295,1295,1275,1200,1250,1245,1295,1297,1295,1265,1297.5,1350,1200,1247.5
Omaha,NE,Omaha,Douglas,4-Bedroom,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1347.5,1395,1395,1500,1397.5,1400,1410,1392.5,1400,1395,1350,1395,1395,1475,1500,1400,1450,1450
Albuquerque,NM,Albuquerque,Bernalillo,4-Bedroom,30,,,,,,,,,,,,,,,,,,,,,,,,1295,1250,1375,1350,1200,1250,1350,1300,1250,1200,1225,1250,1290,1260,1300,1397.5,1375,1312.5,1300,1300,1300,1300,1295,1300,1295,1295,1250,1262.5,1300,1350,1350,1300,1295,1295,1295,1295,1350,1300,1295,1295,1375,1395,1340,1350,1362.5,1305,1300,1350,1300,1300,1342,1400,1350,1400,1397.5,1325,1325,1350,1334,1375,1295,1350,1350,1425,1425,1400,1450,1495,1400,1375,1400,1400,1350,1395,1400,1497,1500,1440,1495
Fresno,CA,Fresno,Fresno,4-Bedroom,31,,,,,,,,,,,,,,,,,,,1697.5,1695,1595,1350,1350,1325,1272.5,1250,1120,1100,1100,1122.5,1195,1200,1195,1184,1150,1100,1150,1200,1225,1200,1295,1300,1350,1395,1395,1395,1400,1395,1350,1350,1372.5,1325,1395,1495,1462.5,1495,1450,1462.5,1395,1395,1450,1405,1372.5,1400,1450,1495,1495,1495,1565,1500,1427.5,1475,1397.5,1412.5,1500,1500,1650,1525,1550,1525,1400,1500,1425,1550,1597.5,1650,1600,1595,1600,1597.5,1660,1600,1595,1595,1595,1650,1650,1600,1695,1650,1662.5,1650
Sacramento,CA,Sacramento,Sacramento,4-Bedroom,32,,,,,,,,,,,,,1297.5,1250,1285,1300,1395,1295,1450,1395,1395,1385,1295,1295,1300,1335,1350,1350,1350,1395,1395,1395,1385,1395,1395,1395,1350,1350,1350,1395,1349.5,1395,1399.5,1370,1400,1395,1422.5,1395,1395,1395,1395,1425,1445,1450,1450,1442.5,1400,1415,1440,1450,1495,1495,1495,1495,1495,1500,1495,1495,1495,1499.5,1497,1499,1550,1500,1495,1597.5,1650,1695,1550,1499.5,1551,1500,1595,1660,1725,1637.5,1695,1750,1750,1893.5,1795,1795,1775,1800,1825,1800,1890,1895,1895,1950,1950,1950
Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4-Bedroom,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472.5,2297.5,2225,2247.5,2400,2200,2395,2520,2595,2297.5,2425,2400,2487.5,2387.5,2395,2462.5,2400,2400
Kansas City,MO,Kansas City,Jackson,4-Bedroom,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,1000,875,975,950,997.5,1075,950,997.5,1100,1095,1095,997.5,1025,1072.5,1100,1100,1130,1125,1200,1217.5
Virginia Beach,VA,Virginia Beach,Virginia Beach City,4-Bedroom,35,1790,1795,1800,1800,1950,1995,1995,1837.5,1800,1800,1800,1750,1750,1800,1850,1895,1850,1850,1800,1735,1750,1700,1700,1750,1795,1800,1850,1750,1795,1800,1795,1782.5,1762.5,1750,1700,1700,1750,1795,1795,1795,1795,1800,1750,1750,1750,1750,1750,1737.5,1700,1700,1700,1850,1850,1800,1800,1800,1800,1787.5,1795,1795,1800,1795,1850,1895,1850,1850,1799,1785,1750,1700,1750,1795,1800,1850,1850,1850,1800,1800,1850,1800,1795,1750,1800,1790,1800,1850,1850,1850,1900,1900,1895,1900,1850,1875,1850,1875,1895,1875,1900,1950,1950,1950
Colorado Springs,CO,Colorado Springs,El Paso,4-Bedroom,36,,,,,,,,,,,,1400,1400,1300,1400,1450,1495,1475,1495,1450,1400,1395,1350,1350,1362.5,1450,1475,1450,1412.5,1400,1395,1395,1345,1370,1400,1395,1395,1495,1450,1495,1450,1425,1450,1495,1450,1400,1400,1395,1400,1400,1450,1500,1495,1495,1495,1495,1500,1595,1550,1495,1500,1500,1597.5,1650,1650,1625,1650,1647.5,1595,1600,1550,1595,1625,1600,1650,1625,1650,1595,1600,1650,1595,1550,1595,1695,1695,1700,1750,1800,1795,1750,1750,1750,1750,1700,1700,1750,1740,1895,1850,1835,1815,1800
Atlanta,GA,Atlanta,Fulton,4-Bedroom,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1625,1500,1500,1500,1500,1541,1700,1800,1800,1850,1795,1600,1600,1770,1800,1700,1700,1800,1862.5,1899,1897.5,1850
Oakland,CA,San Francisco,Alameda,4-Bedroom,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997.5,3075,3300,2975,2935,3000,3300,3100,3200,3000,2935,3000,3047.5,3200,3375,3372.5,3200,3500,3500,3300
Cleveland,OH,Cleveland,Cuyahoga,4-Bedroom,39,,,,,,,,,,,,,,,,,,,,600,550,525,537.5,562.5,550,597.5,595,600,600,650,675,650,625,625,600,600,600,600,595,650,650,650,600,590,600,600,600,625,625,625,640,697.5,662.5,662.5,650,650,662.5,650,642.5,695,695,750,750,750,700,637.5,680,650,725,797.5,780,800,800,822.5,900,850,800,800,800,800,750,725,737.5,698.5,775,775,775,795,749.5,775,800,785,775,775,800,775,785,775,750,795,800,800
Honolulu,HI,Urban Honolulu,Honolulu,4-Bedroom,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3500,3275,3250,2975,2900,3000,2895,2697.5,2600,2900,2900,3100,3300,3497.5,3200
Arlington,TX,Dallas-Fort Worth,Tarrant,4-Bedroom,41,,,,,,,,,,,,,,,,,,,,,,,,1500,1425,1400,1400,1395,1495,1497.5,1495,1495,1495,1400,1500,1450,1515,1450,1425,1425,1450,1495,1550,1525,1495,1445,1450,1425,1425,1435,1450,1550,1495,1450,1495,1495,1495,1495,1495,1512.5,1550,1562.5,1550,1595,1675,1595,1595,1595,1650,1562.5,1600,1650,1650,1610,1635,1650,1650,1650,1607.5,1575,1595,1635,1549.5,1640,1679,1695,1700,1745,1750,1795,1750,1700,1695,1709.5,1700,1695,1750,1800,1795,1780,1795,1797.5
Tampa,FL,Tampa,Hillsborough,4-Bedroom,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1495,1600,1350,1395,1300,1200,1200,1287.5,1500,1550,1500,1450,1662.5,1750,1785,1695,1800,1650,1700,1700,1695,1795,1800,1800,1800,1795,1795,1790,1785,1695,1795,1795,1850,1925,2000,1995,1900,1900,1945,1900,1850,1905,1850,1899.5,1950,2050,1949,1995,1975,2030,1875,2075,1800,1949.5,2050,1879.5,2057.5,2250,2272.5,2300,2175,2100,2100,2100,2100,2050,2027.5,2000,2050,2085,2094.5,2200
Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,4-Bedroom,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997,2990,2990,2999,3000,3000,2990,2994.5,3000,2999,2999,2997,3100,3100,3200,3200,3200,3250,3250
Aurora,CO,Denver,Arapahoe,4-Bedroom,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196,2196,2225,2195,2272.5,2200,2150,2195,2247.5,2350,2250,2297.5,2200,2250,2320,2295,2380,2295
Pittsburgh,PA,Pittsburgh,Allegheny,4-Bedroom,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.5,1500,1500,1500,1500,1495,1500,1492.5,1350,1397.5,1500,1499.5,1537.5,1600,1550,1500,1500,1495,1495
Riverside,CA,Riverside,Riverside,4-Bedroom,46,,,,,,,,,,,,,,,,,2050,2000,1900,1895,1895,1895,1825,1799.5,1750,1750,1859.5,1895,1877,1895,1850,1837,1849.5,1819,1825,1800,1795,1775,1775,1845,1895,1937.5,1900,1900,1899.5,1850,1895,1875,1850,1850,1850,1900,2000,2000,1975,1945,1895,1900,1900,1900,1950,1995,1999,1950,2000,2000,2000,1999.5,1995,1962.5,1999.5,2000,2059,2000,2000,2040.5,1999.5,1999.5,2085,2000,1900,2000,1999,2125,2200,2200,2037.5,2125,2200,2297.5,2350,2225,2250,2200,2200,2200,2250,2272.5,2297.5,2340,2397.5,2395
Marietta,GA,Atlanta,Cobb,4-Bedroom,47,,,1800,1800,1775,1750,1950,1895,1800,1750,1685,1650,1650,1650,1650,1650,1700,1650,1650,1595,1550,1500,1500,1500,1500,1400,1500,1500,1595,1595,1475,1550,1600,1600,1550,1500,1550,1500,1550,1469,1500,1650,1592,1695,1600,1600,1600,1629,1600,1600,1595,1687.5,1800,1772.5,1800,1750,1700,1750,1725,1650,1697.5,1725,1800,1800,1875,1937.5,1700,1700,1750,1787,1759,1750,1750,1790,1800,1800,1850,1895,1912.5,1950,1800,1925,1750,1850,1895,1949.5,1950,2000,2000,2000,2000,1975,1935,1962.5,1975,2000,2000,1900,1995,2000,2003,2000
