Type,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,3075.0,2800.0,3295.0,3650.0,3475.0,3350.0,3225.0,3300.0,3500.0,3500.0,3300.0,3190.0,3400.0,3600.0,3200.0,3397.5,3270.0,3000.0,3095.0,3200.0,2999.0,3125.0,3075.0,3150.0,3125.0,3150.0,3225.0,3400.0,3195.0,3250.0,3200.0,3125.0,3020.0,3197.5,3150.0,3195.0,3200.0,3425.0
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.5,1995.0,2000.0,1972.5,2047.5,2110.0,2100.0,2100.0,2195.0,2195.0,2250.0,2220.0,2137.5,2100.0,2137.5,2200.0,2300.0,2200.0,2163.0,2272.5,2225.0,2295.0,2350.0,2495.0,2370.0,2406.0,2412.0,2450.0,2395.0,2500.0,2495.0,2495.0,2495.0,2495.0,2700.0,2695.0,2750.0,2642.5,2695.0,2600.0,2600.0,2700.0,2600.0,2524.5,2595.0,2899.0,2975.0,2997.5,3000.0,3000.0,3000.0,3025.0,3000.0,3000.0,2950.0,2995.0,2997.5,2955.5,3005.0,3200.0,3200.0,3125.0,3100.0,3000.0,3000.0,2980.0,3000.0,3100.0,3100.0,3150.0,3200.0,3200.0,3200.0,3200.0,3150.0,3100.0,3100.0,3100.0,3100.0,3200.0,3300.0,3290.0,3300.0,3352.0,3300.0
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2225.0,2272.5,2300.0,2500.0,2500.0,2495.0,2675.0,2750.0,2672.5,2750.0,2700.0,2700.0,2790.0,2790.0,2777.5,2795.0,2700.0,2782.5,2707.5,2800.0,2780.0,2870.0
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.0,2589.0,2589.0,2589.0,2589.0,2825.0,2647.5,2600.0,2594.5,2428.0,2500.0,2750.0,2595.0,2497.5,2524.0,2562.0,2800.0,2800.0,3170.0,3200.0,3100.0,2950.0,2950.0,3015.0,2950.0,3080.0,3200.0,3295.0,3367.5,3412.5,3355.0,3495.0,3300.0,3495.0,3500.0,3500.0,3547.5,3697.5,3761.0,3800.0,3800.0,3800.0,3800.0,3775.0,3950.0,3925.0,3750.0,3750.0,3887.5,3850.0,3988.0,4100.0,3972.5,3900.0,3800.0,3795.0,3750.0,3600.0,3695.0,3907.5,3800.0,3995.0,3950.0,4290.0,4100.0,4025.0,3997.0,4000.0,3995.0,3950.0,3997.0,3980.0,3900.0,4000.0,4000.0,4174.0,4300.0,4100.0
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,4200.0,4200.0,4250.0,4250.0,4250.0,4200.0,3985.0,3800.0,3962.5,3997.5,4200.0,4300.0,4250.0,4297.5
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1550.0,1500.0,1550.0,1550.0,1525.0,1495.0,1495.0,1550.0,1500.0,1550.0,1550.0,1550.0,1540.0,1550.0,1550.0,1575.0,1550.0,1500.0,1500.0,1500.0,1550.0,1550.0,1595.0,1595.0,1595.0,1575.0,1575.0,1575.0,1595.0,1595.0,1595.0,1550.0,1625.0,1650.0,1650.0,1650.0,1625.0,1650.0,1680.0,1650.0,1650.0,1675.0,1650.0,1595.0,1595.0,1700.0,1700.0,1700.0,1700.0,1675.0,1737.5,1712.5,1712.5,1750.0,1762.0,1795.0,1800.0,1800.0,1800.0,1625.0,1850.0,1795.0,1895.0,1880.0,1750.0,1810.0,1872.5,1895.0,1975.0,1995.0,1960.0,1937.5,1950.0,2000.0,1960.0,1995.0,2050.0,2049.5,2095.0,2100.0,2060.0,2100.0,2100.0,2150.0,2195.0,2200.0,2250.0
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1895.0,2000.0,1950.0,1989.5,2055.0,1950.0,1972.5,2000.0,2100.0,2000.0,2095.0,2107.5,2197.5,2297.5,2200.0,2200.0,2200.0,2275.0,2200.0,2200.0,2300.0,2325.0,2300.0,2250.0,2245.0
3-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,5400.0,5319.5,4997.5,5047.5,5000.0,5440.0,5343.0,5200.0,5271.5,5296.5,5445.0,5750.0,5900.0,5800.0,5500.0,5300.0,5200.0,5300.0,5125.0,5500.0,5480.0,6100.0,6800.0,5800.0,5500.0,5685.0,5597.5,5900.0,5500.0,5500.0,5500.0,5380.0,5300.0,5594.0,5500.0,6400.0,5989.0,5800.0,5700.0,5500.0,5700.0,5747.5,5595.0,5600.0,5775.0,5890.0,6200.0,5800.0,6025.0,5650.0
4-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,2525.0,2553.0,2597.5,2650.0,2572.5,2497.5,2595.0,2795.0,2500.0,2500.0,2550.0,2550.0,2500.0,2600.0,2650.0,2600.0,2700.0,2650.0,2600.0,2600.0,2600.0,2600.0,2795.0,2945.0,2980.0,3025.0,3050.0,2797.5,2995.0,2895.0,2900.0,2850.0,2895.0,3200.0,3295.0,3400.0,3275.0,3495.0,3375.0,3300.0,3295.0,3295.0,3250.0,3500.0,3500.0,3500.0,3697.5,3700.0,3500.0,3500.0,3600.0,3525.0,3500.0,3500.0,3685.0,3700.0,3625.0,3650.0,3797.5,3825.0,3797.5,3750.0,3680.0,3700.0,3700.0,3600.0,3650.0,3695.0,3700.0,3800.0,3800.0,3950.0,3800.0,3772.5,3750.0,3700.0,3740.0,3800.0,3800.0,3890.0,3900.0,3950.0,3950.0,3950.0
4-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7895.0,7700.0,7397.5,6800.0,6275.0,6500.0,7000.0,6995.0,6500.0,6645.0,6795.0,6972.5,6995.0,6350.0,6860.0,5897.5,6800.0,6325.0,6500.0,6250.0,6425.0,5972.5,6450.0,6525.0,6550.0,6500.0,6495.0,6282.5,5997.5,6400.0,6500.0,6500.0,6500.0,6550.0,6675.0,6947.5,6985.5
4-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.5,3075.0,3300.0,2975.0,2935.0,3000.0,3300.0,3100.0,3200.0,3000.0,2935.0,3000.0,3047.5,3200.0,3375.0,3372.5,3200.0,3500.0,3500.0,3300.0
4-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.0,3550.0,3550.0,3500.0,3470.0,3500.0,3500.0,3550.0,3675.0,3600.0,3650.0,3650.0,3670.0,3697.5,3664.0,3600.0,3540.0,3650.0,3697.5,3600.0,3600.0,3695.0,3745.0,3775.0,3850.0
4-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,1995.0,1995.0,1995.0,1895.0,1900.0,1975.0,1900.0,1900.0,1950.0,1895.0,1829.0,1850.0,1850.0,1880.0,1839.0,1895.0,1945.0,1950.0,1901.0,1900.0,1900.0,1895.0,1895.0,1850.0,1850.0,1850.0,1854.5,1850.0,1850.0,1900.0,1895.0,1885.0,1875.0,1875.0,1900.0,1895.0,1900.0,1900.0,1950.0,2000.0,1995.0,2000.0,1975.0,1995.0,2000.0,1900.0,1895.0,1900.0,2000.0,2000.0,2100.0,2195.0,2150.0,2100.0,2125.0,2125.0,2099.0,2075.0,2100.0,2197.0,2119.5,2197.0,2125.0,2199.0,2000.0,2199.5,2150.0,2135.0,2100.0,2097.5,2125.0,2200.0,2300.0,2262.5,2300.0,2199.0,2200.0,2300.0,2350.0,2375.0,2250.0,2300.0,2300.0,2375.0,2400.0,2400.0,2450.0,2500.0,2400.0,2400.0
5 or more-Bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,4372.5,4200.0,4395.0,4550.0,4700.0,4300.0,4285.0,4225.0,4200.0,4125.0,4197.5,4137.5,4000.0,4275.0,4447.5,4925.0,4970.0,4850.0
All Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,2000.0,2150.0,2250.0,2200.0,2300.0,2350.0,2300.0,2300.0,2300.0,2250.0,2200.0,2100.0,2195.0,2200.0,2200.0,2200.0,2295.0,2300.0,2222.5,2250.0,2300.0,2250.0,2300.0,2300.0,2250.0,2274.0,2250.0,2300.0,2300.0,2370.0,2338.0,2497.0,2595.0,2550.0,2600.0,2495.0,2495.0,2495.0,2500.0,2600.0,2695.0,2700.0,2800.0,2795.0,2795.0,2800.0,2795.0,2795.0,2850.0,2850.0,2950.0,2995.0,3150.0,3100.0,3100.0,3195.0,3155.0,3100.0,3100.0,3095.0,3175.0,3100.0,3162.5,3150.0,3200.0,3200.0,3095.0,3000.0,2995.0,2995.0,2997.5,3099.0,3183.0,3200.0,3200.0,3300.0,3350.0,3395.0,3300.0,3250.0,3300.0,3295.0,3295.0,3300.0,3300.0,3300.0,3392.5,3400.0,3400.0,3500.0
All Homes,0.0,0.0,3300.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3325.0,3397.5,3175.0,3000.0,3000.0,3000.0,2950.0,2999.5,3140.0,3200.0,3500.0,3472.5,3400.0,3343.0,3262.5,3408.5,3500.0,3395.0,3400.0,3600.0,3600.0,3300.0,3497.5,3300.0,3250.0,3450.0,3520.0,3575.0,3500.0,3400.0,3800.0,3800.0,3700.0,3500.0,3650.0,3950.0,3950.0,4000.0,3962.5,3800.0,3800.0,3850.0,4000.0,3950.0,4000.0,4100.0,4072.5,4250.0,4200.0,4500.0,4495.0,4500.0,4495.0,4470.0,4500.0,4600.0,4600.0,4800.0,4650.0,4600.0,4500.0,4450.0,4500.0,4550.0,4500.0,4500.0,4500.0,4500.0,4450.0,4300.0,4200.0,4200.0,4100.0,4050.0,4200.0,4480.0,4400.0,4350.0,4450.0,4389.5,4495.0,4495.0,4400.0,4495.0,4400.0,4395.0,4490.0,4425.0,4485.0,4500.0,4500.0,4500.0,4500.0
All Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385.0,2300.0,2272.5,2297.5,2400.0,2400.0,2499.0,2550.0,2450.0,2600.0,2650.0,2897.5,2997.0,2750.0,2800.0,2800.0,2800.0,2850.0,2850.0,3000.0,3000.0,3197.0,2850.0,2950.0,2695.0,2800.0,2900.0,2850.0,2900.0,2850.0,2850.0,2900.0,2950.0,2950.0,2900.0,2997.0,3000.0,2999.0,2949.0,2900.0,2800.0,2800.0,2897.5,3090.0,3150.0,3200.0
All Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,1850.0,2037.5,2000.0,2162.5,1950.0,1997.5,1995.0,2100.0,1997.5,2150.0,2000.0,1970.0,1995.0,2100.0,2150.0,2200.0,2150.0,2100.0,2095.0,2195.0,2100.0,2093.0,2102.5,2076.0,2097.5,2012.0,2100.0,2260.0,2400.0,2285.0,2065.0,2325.0,2295.0,2350.0,2500.0,2395.0,2350.0,2395.0,2477.5,2500.0,2497.5,2600.0,2600.0,2687.5,2600.0,2600.0,2700.0,2475.0,2525.0,2595.0,2750.0,2825.0,2950.0,2997.5,3000.0,3000.0,3000.0,3000.0,2900.0,2895.0,2977.5,2900.0,2875.0,2995.0,3100.0,3100.0,2990.0,3100.0,2999.5,2950.0,2950.0,2995.0,3100.0,3050.0,3150.0,3200.0,3200.0,3200.0,3200.0,3197.5,3100.0,3000.0,3050.0,3000.0,3200.0,3200.0,3300.0,3395.0,3400.0,3350.0
All Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697.5,2800.0,2795.0,2850.0,2610.0,2590.0,2297.5,2210.0,2137.5,2395.0,2297.5,2250.0,2365.0,2500.0,2725.0,2550.0,2896.0,2725.0,2865.0,2790.0,2950.0,2950.0,2950.0,2950.0,2950.0,3000.0,3250.0,3500.0,3450.0,3495.0,3275.0,3300.0,3225.0,3200.0,3200.0,3600.0,3447.5,3300.0,3500.0,3500.0,3800.0,3600.0,3500.0,3600.0,3500.0,3425.0,3500.0,3500.0,3800.0,3850.0,3825.0,3800.0,3695.0,3500.0,3550.0,3500.0,3499.5,3500.0,3500.0,3675.0,3800.0,3950.0,3900.0,3795.0,3797.5,3850.0,3692.5,3650.0,3800.0,3725.0,3695.0,3800.0,3887.5,3997.0,4180.0,3950.0
All Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1650.0,1650.0,1600.0,1600.0,1650.0,1750.0,1650.0,1600.0,1650.0,1559.0,1585.0,1620.0,1675.0,1625.0,1650.0,1600.0,1650.0,1700.0,1650.0,1600.0,1600.0,1650.0,1650.0,1675.0,1650.0,1675.0,1700.0,1695.0,1675.0,1650.0,1650.0,1700.0,1699.0,1720.0,1700.0,1750.0,1795.0,1795.0,1795.0,1795.0,1825.0,1800.0,1800.0,1795.0,1795.0,1800.0,1795.0,1795.0,1825.0,1795.0,1850.0,1950.0,1895.0,1895.0,1925.0,1900.0,1850.0,1895.0,2000.0,1955.0,1915.0,1900.0,1850.0,2000.0,1895.0,1995.0,1897.5,1950.0,1900.0,1895.0,1950.0,1950.0,1995.0,1995.0,1975.0,1995.0,2000.0,2000.0,2100.0,2195.0,2150.0,2100.0,2100.0,2122.5,2110.0,2150.0,2150.0,2195.0,2195.0,2200.0
All Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.0,1700.0,1575.0,1500.0,1497.5,1495.0,1497.5,1500.0,1595.0,1500.0,1497.5,1512.5,1595.0,1595.0,1550.0,1600.0,1600.0,1600.0,1570.0,1600.0,1600.0,1650.0,1649.0,1650.0,1650.0,1639.0,1595.0,1600.0,1595.0,1590.0,1600.0,1599.0,1550.0,1672.5,1695.0,1675.0,1699.0,1800.0,1795.0,1647.5,1697.5,1650.0,1712.5,1725.0,1695.0,1617.5,1590.0,1710.0,1749.0,1800.0,1794.5,1887.0,1900.0,1900.0,1969.0,1922.0,1909.0,1972.5,1904.5,1925.0,1875.0,1749.0,1900.0,1895.0,2000.0,1950.0,1895.0,1950.0,1865.0,1995.0,2000.0,2135.0,2165.0,2097.5,2097.5,2195.0,2225.0,2135.0,2200.0,2100.0,2195.0,2200.0,2225.0,2250.0,2295.0,2325.0,2275.0,2245.0
All Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5595.0,5995.0,5100.0,5000.0,4992.5,4997.5,4987.5,5800.0,5950.0,5500.0,5500.0,5925.0,5700.0,5900.0,5600.0,5200.0,5200.0,5062.5,5495.0,5500.0,5500.0,5500.0,6275.0,5875.0,5500.0,5500.0,5800.0,5900.0,5500.0,5097.5,5500.0,4995.0,5000.0,5500.0,5500.0,5900.0,6200.0,6000.0,5500.0,5350.0,5500.0,5472.5,5450.0,5450.0,5500.0,5550.0,5900.0,5950.0,5950.0,5925.0
Condo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1695.0,1795.0,1900.0,1900.0,1885.0,2037.5,2099.5,2170.0,1985.0,1797.5,1800.0,1850.0,1825.0,1895.0,1650.0,1600.0,1650.0,1698.0,1695.0,1711.0,1795.0,1795.0,1795.0,1850.0,1850.0,1900.0,1825.0,1950.0,1790.0,1800.0,2000.0,2150.0,2200.0,2250.0,2225.0,2100.0,2050.0,2050.0,2050.0,2325.0,2395.0,2395.0,2400.0,2425.0,2395.0,2497.5,2450.0,2395.0,2450.0,2500.0,2650.0,2595.0,2650.0,2700.0,2700.0,2750.0,2700.0,2725.0,2750.0,2795.0,2795.0,2750.0,2750.0,2750.0,2795.0,2799.0,2600.0,2695.0,2600.0,2650.0,2600.0,2650.0,2750.0,2800.0,2750.0,2800.0,2900.0,2850.0,2875.0,2800.0,2800.0,2795.0,2800.0,2797.5,2800.0,2800.0,2895.0,2900.0,2950.0,2950.0
Condo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.0,3200.0,3087.5,3100.0,3140.0,3167.5,3200.0,3200.0,3140.0,3200.0,3375.0,3500.0,3400.0,3400.0,3300.0,3132.5,3300.0,3475.0,3397.5,3497.5,3600.0,3650.0,3482.5,3500.0,3450.0,3495.0,3600.0,3700.0,3737.5,3700.0,3500.0,3800.0,3700.0,3450.0,3300.0,3500.0,3950.0,3925.0,3800.0,3850.0,3795.0,3800.0,3800.0,3995.0,3900.0,3995.0,4000.0,3997.0,4200.0,4195.0,4437.5,4400.0,4385.0,4287.5,4200.0,4500.0,4600.0,4550.0,4700.0,4600.0,4750.0,4500.0,4297.5,4400.0,4500.0,4500.0,4500.0,4450.0,4390.0,4350.0,4200.0,4197.0,4200.0,3997.0,4000.0,4200.0,4400.0,4300.0,4250.0,4250.0,4195.0,4275.0,4256.0,4295.0,4300.0,4250.0,4250.0,4400.0,4362.5,4295.0,4295.0,4487.5,4397.5,4392.0
Condo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2395.0,2625.0,2700.0,2575.0,2900.0,2795.0,2900.0,2875.0,2897.5,2800.0,2892.5,2900.0,2995.0,3125.0,2850.0,2800.0,2550.0,2700.0,2700.0,2700.0,2900.0,2935.0,2900.0,2850.0,2850.0,2850.0,2787.5,2785.0,2850.0,2800.0,2800.0,2795.0,2795.0,2800.0,2750.0,2950.0,3000.0,3100.0
Condo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495.0,2575.0,2500.0,2575.0,2500.0,2775.0,2550.0,2612.5,2850.0,2750.0,2500.0,2500.0,2500.0,2625.0,2600.0,2700.0,3100.0,2747.5,2775.0,2772.5,2695.0,2650.0,2600.0,2600.0,2550.0,2550.0,2587.5,2887.5,2850.0,3125.0,3200.0
Condo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,3300.0,3175.0,3100.0,3000.0,3343.5,3225.0,3250.0,3100.0,3050.0,3000.0,3287.5,3500.0,3400.0,3275.0,3300.0,3225.0,3050.0,3250.0,3200.0,3270.0,3200.0,3250.0,3547.5,3750.0,3665.0,3400.0,3400.0,3500.0,3225.0,3150.0,3400.0,3350.0,3495.0,3497.5,3550.0,3500.0,3625.0,3575.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2450.0,2095.0,2122.5,1895.0,1795.0,1895.0,1906.5,1875.0,1900.0,2025.0,2097.5,2100.0,2197.5,2200.0,2233.0,2100.0,2270.5,2195.0,2100.0,2095.0,2097.5,2090.0,2200.0,2372.5,2400.0,2433.5,2400.0
